书名,地址,作者,出版社,出版日期,价格,评分,评价
茶馆,老舍 , 人民文学出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
巨流河,齐邦媛 , 生活·读书·新知三联书店 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
一桩事先张扬的凶杀案,[哥伦比亚] 加西亚·马尔克斯 , 南海出版公司 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
火星救援,[美] 安迪·威尔 , 译林出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
繁花,金宇澄 , 上海文艺出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
中国哲学简史,冯友兰 , 新世界出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
金锁记,张爱玲 , 哈尔滨出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
额尔古纳河右岸,迟子建 , 北京十月文艺出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
海风中失落的血色馈赠,[加拿大] 阿利斯泰尔·麦克劳德 , 上海文艺出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
设计中的设计,[日] 原研哉 , 山东人民出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
银河帝国：基地七部曲,[美] 艾萨克·阿西莫夫 , 江苏凤凰文艺出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
简爱（英文全本）,[英] 夏洛蒂·勃朗特 , 世界图书出版公司 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
